Title,Price,Original Price,Discount,Image URLs,Variants,Sizes,Description,Product Link
Plain Hoodie | Forest Green,"2,800","3,000",7% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-46-7727.webp,Forest Green,M;L;XL,"Velvet fleece fabric,;350 GSM fabric,;Double layered hood,;Kangaroo pockets,;DTF Logo in the front,;Durable quality for seasons of wear,;3 Sizes available,;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/plain-hoodie-or-forest-green
Summer Shorts (New) | Off White,"1,400",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-107-3907.webp,Off White,M;L;XL,"Breathable and soft material to keep you cool in summer heat,;Adjustable drawstring for a customized and comfortable fit,;Timeless mid-thigh length design for a relaxed fit and casual look,;Pocket with zipper,;3 Sizes Available;M - L - XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/summer-shorts-(new)-or-off-white
Heritage Varsity | Onyx,"3,000",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-113-4299.webp,Onyx,M;L;XL,"320 GSM Corded Velveteen;Snap button closure;Ribbed trims for a timeless look;Relaxed fit with Premium Materials;Casual Unisex wear;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heritage-varsity-or-onyx
Turtleneck | Beige,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-77-9520.webp,Beige,M;L;XL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;3 Sizes Available;M - L - XL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-beige
Jacquard Shirt | Off White,"1,700",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-131-2331.webp,Off White,M;L;XL;XXL,"Premium 290 GSM cotton Jacquard;Revered Collars;Tonal Buttons;Relaxed fit and soft material;Casual Unisex wear;Available in 4 sizes;M, L, XL & XXL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/jacquard-shirt-or-off-white
Turtleneck | Navy,"2,500",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-74-0401.webp,Navy,M;L;XL;XXL,Luxurious anti pilling fabric for unbeatable comfort.;Versatile fashion for any occasion.;Comfortable fit.;Durable quality for seasons of wear.;4 Sizes Available;M - L - XL-XXL.;Dip-wash or Machine Wash is preferred.;Home Delivery All Over Nepal | Cash On Delivery,https://tntstore.online/product/turtleneck-or-navy
Cargo Joggers | Grey,"2,400",N/A,8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-56-5079.webp,Grey,M;L;XL,"Cargo pants Design;2 leg, 2 back, and 2 side pockets;Loose fit;Fleece-lined interior;Unisex design;Available in 3 sizes;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/cargo-joggers-or-grey
Light Wt Polo T-Shirt | Grey,"1,000","1,100",9% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-74-1935.webp,Grey,S;M;L;XL;XXL,Micro Pique Polyester;High Quality Polo Shirts;Half Sleeves T-shirt;Lint Proof;5 Sizes Available S - M - L - XL - XXL;Color : Grey;Hand Wash is preferred;Home Delivery All Over Nepal |Cash On Delivery,https://tntstore.online/product/light-wt-polo-t-shirt-or-grey
Winter Sweats | Beige,"2,200","2,400",8% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-37-9446.webp,Beige,M;L;XL,"Fabric: Velvet Fleece, Fleece inside;Fits Oversized;Perfect for layering;Keeps warm at all times;Bold printed logo;Sizes: M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/winter-sweats-or-beige
Heavy Wt Polo T-Shirt | Red,"1,100",N/A,N/A,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-128-9395.webp,Red,S;M;L;XL;XXL,"300 GSM Glander Pique Cotton Fabric;Half sleeved Tshirt;Anti Color Fade;Lint Proof;3 Sizes AvailableM, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/heavy-wt-polo-t-shirt-or-red
Plain Hoodie | White,"2,800","3,000",7% off,https://cdn2.blanxer.com/uploads/65faa86cdc9b7600587d6a32/product_image-41-2659.webp,White,M;L;XL,"Velvet fleece fabric,;350 GSM fabric,;Double layered hood,;Kangaroo pockets,;DTF Logo in the front,;Durable quality for seasons of wear,;3 Sizes available,;M, L & XL;Dip-wash or Machine Wash is preferred;Home Delivery All Over Nepal | Cash On Delivery",https://tntstore.online/product/plain-hoodie-or-white
